Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
30011019002P0;CIÊNCIA ANIMAL;UNIVERSIDADE VILA VELHA;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42046017005P0;CIÊNCIA ANIMAL;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
26001012170P6;CIÊNCIA ANIMAL;UNIVERSIDADE FEDERAL DE ALAGOAS;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
24009016013P3;Ciência Animal;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33004102002P0;Ciência Animal;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );ZOOTECNIA / RECURSOS PESQUEIROS                   ;PRODUÇÃO ANIMAL;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
20002017002P6;Ciência Animal;UNIVERSIDADE ESTADUAL DO MARANHÃO;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
20001010026P6;Ciência Animal;UNIVERSIDADE FEDERAL DO MARANHÃO;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
24001031025P1;Ciência Animal;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
24001031025P1;Ciência Animal;UNIVERSIDADE FEDERAL DA PARAÍBA ( AREIA );MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
40001016077P6;Ciência Animal;UNIVERSIDADE FEDERAL DO PARANÁ;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
40028011002P4;CIÊNCIA ANIMAL COM ÊNFASE EM PRODUTOS BIOATIVOS;UNIVERSIDADE PARANAENSE;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33002037013P5;CIÊNCIA ANIMAL E PASTAGENS;USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ );ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
25003011027P9;Ciência Animal e Pastagens;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
12001015025P7;Ciência Animal e Recursos Pesqueiros;UNIVERSIDADE FEDERAL DO AMAZONAS;ZOOTECNIA / RECURSOS PESQUEIROS                   ;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA;EM FUNCIONAMENTO;ACADÊMICO;3;3;-;-
28001010036P7;CIÊNCIA ANIMAL NOS TRÓPICOS;UNIVERSIDADE FEDERAL DA BAHIA;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33003017171P5;CIÊNCIA APLICADA À QUALIFICAÇÃO MÉDICA;UNIVERSIDADE ESTADUAL DE CAMPINAS;MEDICINA I                                        ;MEDICINA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
33009015009P1;Ciência Cirúrgica Interdisciplinar;UNIVERSIDADE FEDERAL DE SÃO PAULO;MEDICINA III                                      ;CIRURGIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
24009016005P0;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32002017027P2;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32006012017P2;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33001014008P4;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33002010176P0;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE DE SÃO PAULO;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
33003017005P8;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE ESTADUAL DE CAMPINAS;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
40004015019P5;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE ESTADUAL DE MARINGÁ;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42005019016P8;CIÊNCIA DA COMPUTAÇÃO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
51001012012P2;CIÊNCIA DA COMPUTAÇÃO;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
52001016027P2;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
15001016047P9;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DO PARÁ;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33004153073P2;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DO RIO PRETO );CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
22003010018P1;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE ESTADUAL DO CEARÁ;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
28001010061P1;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE SALVADOR;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
28001010061P1;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DA BAHIA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
28001010061P1;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
40002012033P5;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
40006018171P4;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
31022014009P5;CIÊNCIA DA COMPUTAÇÃO;CENTRO FEDERAL DE EDUCAÇÃO TECN. CELSO SUCKOW DA FONSECA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32018010044P4;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
11001011072P2;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DO ACRE;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
40015017173P2;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
20001010049P6;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DO MARANHÃO;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;-;A;-;-
20001010049P6;CIÊNCIA DA COMPUTAÇÃO;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;-;A;-;-
40006018182P6;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
42002010036P3;Ciência da Computação;UNIVERSIDADE FEDERAL DE SANTA MARIA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32007019023P9;Ciência da Computação;UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
27001016029P4;Ciência da Computação;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33144010008P1;Ciência da Computação;UNIVERSIDADE FEDERAL DO ABC;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32005016034P8;Ciência da Computação;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
20001010022P0;Ciência da Computação;UNIVERSIDADE FEDERAL DO MARANHÃO;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33149011002P1;Ciência da Computação;CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33009015079P0;Ciência da Computação;UNIVERSIDADE FEDERAL DE SÃO PAULO;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
21001014031P2;Ciência da Computação;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32004010027P9;Ciência da Computação;UNIVERSIDADE FEDERAL DE LAVRAS;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33001014044P0;Ciência da Computação;UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
28001010095P3;Ciência da Computação;UNIVERSIDADE FEDERAL DA BAHIA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
22008012004P2;Ciência da Computação;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
28002016020P6;CIÊNCIA DA COMPUTAÇÃO ;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
23002018002P4;CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
23002018002P4;CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
51001012028P6;CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
51001012028P6;CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG;UNIVERSIDADE FEDERAL DE GOIÁS;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
28001010041P0;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DA BAHIA;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33004110043P4;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( MARÍLIA );COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
41001010052P0;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DE SANTA CATARINA;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33002010195P5;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE DE SÃO PAULO;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
24001015049P7;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31003010063P6;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL FLUMINENSE;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
25001019077P3;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
22001018085P8;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DO CEARÁ;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33001014052P3;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DE SÃO CARLOS;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
15001016158P5;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DO PARÁ;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
27001016175P0;CIÊNCIA DA INFORMAÇÃO;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
26001012171P2;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DE ALAGOAS;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
42001013176P0;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
30001013108P0;CIÊNCIA DA INFORMAÇÃO;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
40002012048P2;Ciência da Informação;UNIVERSIDADE ESTADUAL DE LONDRINA;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31001017138P0;CIÊNCIA DA INFORMAÇÃO - UFRJ - IBICT;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32002017024P3;CIÊNCIA DA NUTRIÇÃO;UNIVERSIDADE FEDERAL DE VIÇOSA;NUTRIÇÃO;NUTRIÇÃO;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
27001016045P0;Ciência da Propriedade Intelectual;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32005016004P1;CIÊNCIA DA RELIGIÃO;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;TEOLOGIA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33005010009P0;CIÊNCIA DA RELIGIÃO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;TEOLOGIA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33003017027P1;CIÊNCIA DE ALIMENTOS;UNIVERSIDADE ESTADUAL DE CAMPINAS;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
28001010057P4;CIÊNCIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DA BAHIA;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
25001019053P7;CIÊNCIA DE MATERIAIS;UNIVERSIDADE FEDERAL DE PERNAMBUCO;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
50001019026P0;CIÊNCIA DE MATERIAIS;UNIVERSIDADE FEDERAL DE MATO GROSSO;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33010013011P0;CIÊNCIA DO SISTEMA TERRESTRE;INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;-;6;-;-
40001016014P4;CIENCIA DO SOLO;UNIVERSIDADE FEDERAL DO PARANÁ;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
41002016003P1;CIENCIA DO SOLO;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
32004010002P6;CIÊNCIA DO SOLO;UNIVERSIDADE FEDERAL DE LAVRAS;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
42001013037P0;CIÊNCIA DO SOLO;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CIÊNCIAS AGRÁRIAS I                               ;CIÊNCIA DO SOLO;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
42002010027P4;CIÊNCIA DO SOLO;UNIVERSIDADE FEDERAL DE SANTA MARIA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
22001018013P7;Ciência do Solo;UNIVERSIDADE FEDERAL DO CEARÁ;CIÊNCIAS AGRÁRIAS I                               ;CIÊNCIA DO SOLO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
24001031021P6;Ciência do Solo;UNIVERSIDADE FEDERAL DA PARAÍBA ( AREIA );CIÊNCIAS AGRÁRIAS I                               ;MANEJO E CONSERVAÇÃO DO SOLO;EM FUNCIONAMENTO;ACADÊMICO;3;2;-;-
24001031021P6;Ciência do Solo;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );CIÊNCIAS AGRÁRIAS I                               ;MANEJO E CONSERVAÇÃO DO SOLO;EM FUNCIONAMENTO;ACADÊMICO;3;2;-;-
25003011003P2;Ciência do Solo;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;CIÊNCIAS AGRÁRIAS I                               ;CIÊNCIA DO SOLO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
31007015006P4;CIÊNCIA DOS MATERIAIS;INSTITUTO MILITAR DE ENGENHARIA;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
33004099083P9;CIÊNCIA DOS MATERIAIS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
25020013001P4;CIÊNCIA DOS MATERIAIS;UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33001014032P2;CIÊNCIA DOS MATERIAIS;UNIVERSIDADE FEDERAL DE SÃO CARLOS;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
51001012170P7;CIÊNCIA DOS MATERIAIS;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
20001010031P0;Ciência dos Materias;UNIVERSIDADE FEDERAL DO MARANHÃO;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32011016011P4;Ciência e Engenharia Ambiental;UNIVERSIDADE FEDERAL DE ALFENAS;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
23001011026P4;CIÊNCIA E ENGENHARIA DE MATERIAIS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
24009016014P0;CIÊNCIA E ENGENHARIA DE MATERIAIS;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
41001010031P2;CIÊNCIA E ENGENHARIA DE MATERIAIS;UNIVERSIDADE FEDERAL DE SANTA CATARINA;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
41002016001P9;CIÊNCIA E ENGENHARIA DE MATERIAIS;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;3;3;-;-
27001016015P3;CIÊNCIA E ENGENHARIA DE MATERIAIS;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
24001015061P7;CIÊNCIA E ENGENHARIA DE MATERIAIS;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;3;3;-;-
23003014051P1;CIÊNCIA E ENGENHARIA DE MATERIAIS;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33144010023P0;CIÊNCIA E ENGENHARIA DE MATERIAIS;UNIVERSIDADE FEDERAL DO ABC;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
