Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
31003010067P1;ENFERMAGEM;UNIVERSIDADE FEDERAL FLUMINENSE;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
25001019082P7;ENFERMAGEM;UNIVERSIDADE FEDERAL DE PERNAMBUCO;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
53001010082P0;ENFERMAGEM;UNIVERSIDADE DE BRASÍLIA;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
28002016013P0;ENFERMAGEM;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
26001012030P0;ENFERMAGEM;UNIVERSIDADE FEDERAL DE ALAGOAS;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
15001016066P3;ENFERMAGEM;UNIVERSIDADE FEDERAL DO PARÁ;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
51001012036P9;ENFERMAGEM;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33004064085P5;ENFERMAGEM;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42015014011P8;ENFERMAGEM;FUNDAÇÃO UNIV. FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
51001012176P5;ENFERMAGEM;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
28007018077P0;ENFERMAGEM;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
15006018003P3;Enfermagem;UNIVERSIDADE DO ESTADO DO PARÁ;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
15006018003P3;Enfermagem;UNIVERSIDADE FEDERAL DO AMAZONAS;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
40002012047P6;Enfermagem;UNIVERSIDADE ESTADUAL DE LONDRINA;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32005016033P1;Enfermagem;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32011016006P0;Enfermagem;UNIVERSIDADE FEDERAL DE ALFENAS;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
30001013048P8;Enfermagem;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
20001010025P0;Enfermagem;UNIVERSIDADE FEDERAL DO MARANHÃO;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42007011025P0;Enfermagem;UNIVERSIDADE DO VALE DO RIO DOS SINOS;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
33031010002P1;Enfermagem;FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32018010014P8;Enfermagem;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33068011005P0;Enfermagem;FACULDADE ISRAELITA DE CIÊNCIAS DA SAÚDE ALBERT EINSTEIN;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
27001016048P9;Enfermagem;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
22005013002P0;Enfermagem;UNIVERSIDADE REGIONAL DO CARIRI;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
25004018015P7;ENFERMAGEM - FESP-UPE - UEPB;UNIVERSIDADE DE PERNAMBUCO;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
25004018015P7;ENFERMAGEM - FESP-UPE - UEPB;UNIVERSIDADE ESTADUAL DA PARAIBA;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31021018013P6;Enfermagem e Biociências;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
28001010014P3;ENFERMAGEM E SAÚDE;UNIVERSIDADE FEDERAL DA BAHIA;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
28006011007P5;ENFERMAGEM E SAÚDE;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;ENFERMAGEM                                        ;ENFERMAGEM DE SAÚDE PÚBLICA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33002029027P0;ENFERMAGEM EM SAÚDE PÚBLICA;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
12008010072P3;ENFERMAGEM EM SAÚDE PÚBLICA;UNIVERSIDADE DO ESTADO DO AMAZONAS;ENFERMAGEM                                        ;ENFERMAGEM DE SAÚDE PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
33002029017P5;ENFERMAGEM FUNDAMENTAL;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
41002016166P8;Enfermagem na Atenção Primária à Saúde;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
33002010231P1;Enfermagem na Atenção Primária em Saúde no SUS;UNIVERSIDADE DE SÃO PAULO;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33002010186P6;ENFERMAGEM NA SAÚDE DO ADULTO;UNIVERSIDADE DE SÃO PAULO;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
12001015173P6;ENFERMAGEM NO CONTEXTO AMAZÔNICO;UNIVERSIDADE FEDERAL DO AMAZONAS;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
33002029016P9;ENFERMAGEM PSIQUIÁTRICA;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33004080027P6;ENGENHARIA;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( GUARATINGUETÁ );ENGENHARIAS III                                   ;ENGENHARIA MECÂNICA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42046017004P3;ENGENHARIA;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA;ENGENHARIAS I                                     ;ENGENHARIA CIVIL;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
23001011181P0;ENGENHARIA AEROESPACIAL;UNIVERSIDADE FEDERAL DO MARANHÃO;ENGENHARIAS III                                   ;ENGENHARIA AEROESPACIAL;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
23001011181P0;ENGENHARIA AEROESPACIAL;UNIVERSIDADE ESTADUAL DO MARANHÃO;ENGENHARIAS III                                   ;ENGENHARIA AEROESPACIAL;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
23001011181P0;ENGENHARIA AEROESPACIAL;UNIVERSIDADE FEDERAL DE PERNAMBUCO;ENGENHARIAS III                                   ;ENGENHARIA AEROESPACIAL;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
23001011181P0;ENGENHARIA AEROESPACIAL;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;ENGENHARIAS III                                   ;ENGENHARIA AEROESPACIAL;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
33011010008P0;ENGENHARIA AERONÂUTICA E MECÂNICA;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;ENGENHARIAS III                                   ;ENGENHARIA AEROESPACIAL;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
33011010012P7;ENGENHARIA AERONÂUTICA E MECÂNICA;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;ENGENHARIAS III                                   ;ENGENHARIA AEROESPACIAL;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
22001018014P3;ENGENHARIA AGRÍCOLA;UNIVERSIDADE FEDERAL DO CEARÁ;CIÊNCIAS AGRÁRIAS I                               ;IRRIGAÇÃO E DRENAGEM;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
24009016007P3;ENGENHARIA AGRÍCOLA;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
32002017006P5;ENGENHARIA AGRÍCOLA;UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
32004010009P0;ENGENHARIA AGRÍCOLA;UNIVERSIDADE FEDERAL DE LAVRAS;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33003017026P5;ENGENHARIA AGRÍCOLA;UNIVERSIDADE ESTADUAL DE CAMPINAS;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
40015017001P7;ENGENHARIA AGRÍCOLA;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
42002010008P0;ENGENHARIA AGRÍCOLA;UNIVERSIDADE FEDERAL DE SANTA MARIA;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
25003011018P0;ENGENHARIA AGRÍCOLA;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
52012018002P8;ENGENHARIA AGRÍCOLA;UNIVERSIDADE ESTADUAL DE GOIÁS;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
50001019030P8;ENGENHARIA AGRÍCOLA;UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33004064038P7;Engenharia Agrícola;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA DE ÁGUA E SOLO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
25020013004P3;Engenharia Agrícola;UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
51005018014P0;Engenharia Agrícola;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
28022017009P6;Engenharia Agrícola;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31002013032P3;Engenharia Agrícola e Ambiental;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;CIÊNCIAS AGRÁRIAS I                               ;ENGENHARIA AGRÍCOLA;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
30001013003P4;ENGENHARIA AMBIENTAL;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
31001017115P0;ENGENHARIA AMBIENTAL;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
31004016031P0;ENGENHARIA AMBIENTAL;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
32007019011P0;ENGENHARIA AMBIENTAL;UNIVERSIDADE FEDERAL DE OURO PRETO;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
41001010033P5;ENGENHARIA AMBIENTAL;UNIVERSIDADE FEDERAL DE SANTA CATARINA;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
41006011003P7;ENGENHARIA AMBIENTAL;UNIVERSIDADE REGIONAL DE BLUMENAU;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31040012001P5;ENGENHARIA AMBIENTAL;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE;ENGENHARIAS I                                     ;QUALIDADE DO AR, DAS ÁGUAS E DO SOLO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
41001010080P3;ENGENHARIA AMBIENTAL;UNIVERSIDADE FEDERAL DE SANTA CATARINA;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
25003011036P8;ENGENHARIA AMBIENTAL;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
31001017171P7;ENGENHARIA AMBIENTAL;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
32004010043P4;ENGENHARIA AMBIENTAL;UNIVERSIDADE FEDERAL DE LAVRAS;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
40001016075P3;Engenharia Ambiental;UNIVERSIDADE FEDERAL DO PARANÁ;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
16003012010P3;Engenharia Ambiental;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
40006018023P5;Engenharia Ambiental;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42002010055P8;Engenharia Ambiental;UNIVERSIDADE FEDERAL DE SANTA MARIA;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31004016156P7;ENGENHARIA AMBIENTAL - DEAMB;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;ENGENHARIAS I                                     ;SANEAMENTO AMBIENTAL;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
40006018174P3;Engenharia Ambiental: Análise e Tecnologia Ambiental;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
52001016102P4;ENGENHARIA AMBIENTAL E SANITÁRIA;UNIVERSIDADE FEDERAL DE GOIÁS;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
52010015107P1;ENGENHARIA APLICADA E SUSTENTABILIDADE;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;ENGENHARIAS I                                     ;ENGENHARIA CIVIL;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
31001017027P3;ENGENHARIA BIOMÉDICA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;ENGENHARIAS IV                                    ;ENGENHARIA BIOMÉDICA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
